Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Agra,03/10/2009,215,Other,800,900,840,
,05/10/2009,180,Other,825,865,850,
,06/10/2009,160,Other,950,1050,1000,
,07/10/2009,155,Other,1000,1100,1050,
Ajuha,01/10/2009,12,Other,NR,NR,900,
,05/10/2009,12.5,Other,NR,NR,900,
,08/10/2009,10,Other,NR,NR,1300,
,12/10/2009,12.5,Other,NR,NR,1350,
,15/10/2009,9,Other,NR,NR,1500,
,20/10/2009,11,Other,NR,NR,1550,
,22/10/2009,12,Other,NR,NR,1550,
,26/10/2009,9,Other,NR,NR,1625,
Aligarh,01/10/2009,28,Other,740,790,770,
,,,Red,740,790,770,
,02/10/2009,27,Other,760,820,790,
,,,Red,760,820,790,
,03/10/2009,26,Other,790,850,820,
,,,Red,790,850,820,
,05/10/2009,24,Other,790,850,830,
,,,Red,790,850,830,
,06/10/2009,20,Other,820,865,850,
,,,Red,820,865,850,
,07/10/2009,17,Other,980,1100,1000,
,08/10/2009,15,Other,1050,1160,1080,
,09/10/2009,13,Other,1100,1190,1130,
,10/10/2009,10,Other,1150,1240,1160,
,12/10/2009,10.5,Other,1190,1280,1200,
,13/10/2009,9,Other,1240,1330,1250,
,14/10/2009,11,Other,1285,1380,1300,
,15/10/2009,14,Other,1330,1450,1360,
,16/10/2009,12,Other,1380,1480,1400,
,17/10/2009,15,Other,1430,1540,1460,
,20/10/2009,21,Other,1470,1590,1500,
,21/10/2009,27,Other,1500,1610,1540,
,22/10/2009,26,Other,1540,1620,1560,
,23/10/2009,34,Other,1500,1600,1520,
,24/10/2009,37,Other,1480,1580,1500,
,26/10/2009,39,Other,1460,1560,1490,
,27/10/2009,36,Other,1450,1550,1480,
,28/10/2009,34,Other,1460,1570,1500,
,29/10/2009,37,Other,1460,1570,1500,
,30/10/2009,35,Other,1480,1590,1520,
Allahabad,13/10/2009,6,Other,NR,NR,1650,
,14/10/2009,6.5,Other,NR,NR,1650,
,15/10/2009,5.75,Other,NR,NR,1650,
,16/10/2009,7,Other,NR,NR,1650,
,19/10/2009,7.5,Other,NR,NR,1650,
,20/10/2009,7.25,Other,NR,NR,1650,
,21/10/2009,6.75,Other,NR,NR,1650,
,22/10/2009,6.5,Other,NR,NR,1650,
,23/10/2009,7.75,Other,NR,NR,1650,
,24/10/2009,7.5,Other,NR,NR,1650,
,26/10/2009,6.75,Other,NR,NR,1650,
,27/10/2009,7,Other,NR,NR,1650,
,28/10/2009,6.7,Other,NR,NR,1650,
,29/10/2009,7,Other,NR,NR,1650,
,30/10/2009,6.65,Other,NR,NR,1650,
,31/10/2009,6,Other,NR,NR,1650,
Amroha,01/10/2009,8,Other,NR,NR,1150,
,02/10/2009,2,Other,NR,NR,790,
,03/10/2009,2,Other,NR,NR,790,
,04/10/2009,3,Other,NR,NR,810,
,05/10/2009,4,Other,NR,NR,810,
,06/10/2009,3,Other,NR,NR,820,
,07/10/2009,4,Other,NR,NR,1300,
,08/10/2009,2,Other,NR,NR,1410,
,09/10/2009,3,Other,NR,NR,1440,
,10/10/2009,2,Other,NR,NR,1440,
,11/10/2009,3,Other,NR,NR,1440,
,12/10/2009,3,Other,NR,NR,1440,
,13/10/2009,4,Other,NR,NR,1430,
,14/10/2009,3,Other,NR,NR,1425,
,15/10/2009,3,Other,NR,NR,1420,
,16/10/2009,4,Other,NR,NR,1420,
,17/10/2009,3,Other,NR,NR,1420,
,18/10/2009,3,Other,NR,NR,1420,
,19/10/2009,2,Other,NR,NR,1420,
,20/10/2009,3,Other,NR,NR,1400,
,21/10/2009,4,Other,NR,NR,1400,
,22/10/2009,2,Other,NR,NR,1410,
,23/10/2009,3,Other,NR,NR,1410,
,24/10/2009,4,Other,NR,NR,1420,
,25/10/2009,3,Other,NR,NR,1425,
,26/10/2009,3,Other,NR,NR,1425,
,27/10/2009,4,Other,NR,NR,1420,
,28/10/2009,3,Other,NR,NR,1425,
,29/10/2009,2,Other,NR,NR,1425,
,30/10/2009,3,Other,NR,NR,1430,
Anwala,31/10/2009,25,Red,NR,NR,1350,
Auraiya,01/10/2009,14,Red,NR,NR,860,
,02/10/2009,12,Red,NR,NR,1010,
,03/10/2009,14,Red,NR,NR,1200,
,05/10/2009,12,Red,NR,NR,1260,
,06/10/2009,10,Red,NR,NR,1250,
,07/10/2009,14,Red,NR,NR,1200,
,08/10/2009,9,Red,NR,NR,1300,
