18/02/2006, 01/04/2006, Weather
19/05/2006, 30/06/2006, Fuel
20/01/2007, 03/03/2007, Inflation
15/05/2007, 26/06/2007, Transport
14/06/2007, 26/07/2007, Weather
30/07/2007, 10/09/2007, Weather
08/09/2007, 20/10/2007, Weather
08/03/2008, 19/04/2008, Inflation
15/03/2008, 26/04/2008, Inflation
15/05/2008, 26/06/2008, Fuel
12/06/2008, 24/07/2008, Transport
05/09/2008, 17/10/2008, Weather
19/09/2008, 31/10/2008, Weather
18/12/2008, 29/01/2009, Transport
12/06/2009, 24/07/2009, Fuel
19/07/2009, 30/08/2009, Weather
02/09/2009, 14/10/2009, Weather
16/09/2009, 28/10/2009, Weather
16/10/2009, 27/11/2009, Weather
23/10/2009, 04/12/2009, Inflation
13/11/2009, 25/12/2009, Inflation
24/11/2009, 05/01/2010, Inflation
11/12/2009, 22/01/2010, Inflation
19/03/2010, 30/04/2010, Hoarding
25/06/2010, 06/08/2010, Fuel
17/08/2010, 28/09/2010, Weather
30/08/2010, 11/10/2010, Weather
03/10/2010, 14/11/2010, Inflation
01/12/2010, 12/01/2011, Weather
02/12/2010, 13/01/2011, Hoarding
06/12/2010, 17/01/2011, Hoarding
10/12/2010, 21/01/2011, Inflation
12/12/2010, 23/01/2011, Weather
18/12/2010, 29/01/2011, Hoarding
22/01/2011, 05/03/2011, Hoarding
14/01/2011, 25/02/2011, Hoarding
28/01/2011, 11/03/2011, Hoarding
08/04/2011, 20/05/2011, Inflation
22/07/2011, 02/09/2011, Inflation
05/08/2011, 16/09/2011, Inflation
12/08/2011, 23/09/2011, Weather
14/01/2013, 25/02/2013, Weather
28/06/2013, 09/08/2013, Weather
24/07/2013, 04/09/2013, Weather 
04/08/2013, 15/09/2013, Hoarding
29/08/2013, 10/10/2013, Hoarding
27/09/2013, 08/11/2013, Hoarding
02/10/2013, 13/11/2013, Hoarding
25/10/2013, 06/12/2013, Hoarding
07/05/2014, 18/06/2014, Inflation
21/05/2014, 02/07/2014, Weather
29/05/2014, 10/07/2014, Hoarding
10/06/2014, 22/07/2014, Hoarding
12/06/2014, 24/07/2014, Hoarding
16/06/2014, 28/07/2014, Hoarding
21/08/2014, 02/10/2014, Hoarding
