2006-01-22, 2006-03-05, Normal_train
2006-03-08, 2006-04-19, Normal_train
2006-06-01, 2006-07-13, Weather
2006-07-16, 2006-08-27, Normal_train
2006-08-30, 2006-10-11, Normal_train
2006-10-14, 2006-11-25, Normal_train
2006-10-15, 2006-11-26, Transport
2006-12-10, 2007-01-21, Transport
2007-01-24, 2007-03-07, Weather
2007-04-07, 2007-05-19, Normal_train
2007-08-03, 2007-09-14, Weather
2007-09-14, 2007-10-26, Weather
2007-12-13, 2008-01-24, Normal_train
2008-01-27, 2008-03-09, Normal_train
2008-03-13, 2008-04-24, Inflation Hoarding
2008-05-20, 2008-07-01, Fuel
2008-06-26, 2008-08-07, Inflation
2008-08-29, 2008-10-10, Normal_train
2008-10-13, 2008-11-24, Normal_train
2008-12-02, 2009-01-13, Normal_train
2008-12-16, 2009-01-27, Transport
2009-01-16, 2009-02-27, Normal_train
2009-04-16, 2009-05-28, Normal_train
2009-06-28, 2009-08-09, Weather Hoarding
2009-08-14, 2009-09-25, Normal_train
2009-11-06, 2009-12-18, Inflation Hoarding
2009-12-24, 2010-02-04, Inflation Hoarding
2010-04-01, 2010-05-13, Normal_train
2010-06-26, 2010-08-07, Inflation
2010-09-04, 2010-10-16, Weather
2010-10-22, 2010-12-03, Weather
2010-12-01, 2011-01-12, Weather Hoarding
2010-12-20, 2011-01-31, Weather Hoarding
2011-03-17, 2011-04-28, Normal_train
2011-04-26, 2011-06-07, Fuel
2011-05-01, 2011-06-12, Normal_train
2011-07-20, 2011-08-31, Inflation
2011-10-28, 2011-12-09, Normal_train
2012-01-21, 2012-03-03, Normal_train
2012-03-25, 2012-05-06, Fuel
2012-07-06, 2012-08-17, Hoarding
2012-08-23, 2012-10-04, Normal_train
2012-08-26, 2012-10-07, Fuel
2012-10-27, 2012-12-08, Normal_train
2013-01-13, 2013-02-24, Weather
2013-03-01, 2013-04-12, Normal_train
2013-05-20, 2013-07-01, Normal_train
2013-07-31, 2013-09-11, Hoarding
2013-08-31, 2013-10-12, Weather Hoarding
2013-10-03, 2013-11-14, Hoarding
2013-12-21, 2014-02-01, Hoarding
2014-02-13, 2014-03-27, Weather
2014-03-28, 2014-05-09, Weather
2014-05-15, 2014-06-26, Normal_train
2014-10-27, 2014-12-08, Normal_train
2015-02-24, 2015-04-07, Inflation
2015-04-15, 2015-05-27, Normal_train
2015-06-06, 2015-07-18, Weather
2015-07-13, 2015-08-24, Weather
2015-08-09, 2015-09-20, Hoarding
2015-12-16, 2016-01-27, Normal_train
2016-02-09, 2016-03-22, Normal_train
2016-03-25, 2016-05-06, Normal_train
2016-05-09, 2016-06-20, Normal_train
2016-07-04, 2016-08-15, Inflation
2016-09-11, 2016-10-23, Normal_train
2016-10-31, 2016-12-12, Normal_train
2016-12-15, 2017-01-26, Normal_train
2017-02-28, 2017-04-11, Normal_train
2017-04-14, 2017-05-26, Normal_train
2017-07-09, 2017-08-20, Weather
2017-08-20, 2017-10-01, Hoarding
2017-09-24, 2017-11-05, Weather
